Step,Value
0,1422.3563232421875
500,1550.378662109375
1000,1587.436767578125
1500,1612.6076049804688
2000,1631.6837158203125
2500,1636.57373046875
3000,1633.7532958984375
3500,1643.5791015625
4000,1653.5894165039062
4500,1647.8941650390625
5000,1648.6015014648438
5500,1649.5965576171875
6000,1652.9069213867188
6500,1655.677001953125
7000,1660.44384765625
7500,1655.955810546875
8000,1670.005126953125
8500,1676.3076782226562
9000,1681.9117431640625
9500,1684.8484497070312
10000,1679.0437622070312
10500,1676.384033203125
11000,1678.6258544921875
11500,1673.0277099609375
12000,1678.7391967773438
12500,1683.7774658203125
13000,1690.5833129882812
13500,1693.720458984375
14000,1693.73974609375
14500,1682.6297607421875
15000,1677.45654296875
15500,1681.2234497070312
16000,1677.8685302734375
16500,1675.745849609375
17000,1663.6383056640625
17500,1663.2247924804688
18000,1675.0413818359375
18500,1678.8909301757812
19000,1682.1242065429688
19500,1684.404052734375
20000,1680.58740234375
20500,1679.51318359375
21000,1675.642578125
21500,1667.9482421875
22000,1670.4857788085938
22500,1687.4780883789062
23000,1691.3345947265625
23500,1691.4432983398438
24000,1693.418701171875
24500,1694.3480834960938
25000,1707.5157470703125
25500,1709.0308837890625
26000,1713.3727416992188
26500,1712.3804931640625
27000,1712.7507934570312
27500,1715.951171875
28000,1716.7283935546875
28500,1718.7144165039062
29000,1728.691162109375
29500,1730.2239379882812
30000,1727.987060546875
30500,1728.7423095703125
31000,1730.4071044921875
31500,1729.3612060546875
32000,1729.64306640625
32500,1727.586669921875
33000,1725.9556274414062
33500,1724.685302734375
34000,1724.8936767578125
34500,1722.615234375
35000,1723.9869384765625
35500,1723.2615966796875
36000,1721.8863525390625
36500,1718.3389892578125
37000,1716.4967041015625
37500,1714.0072021484375
38000,1708.9072875976562
38500,1706.81396484375
39000,1706.5093994140625
39500,1705.8997192382812
40000,1699.9063720703125
40500,1695.5118408203125
41000,1692.075439453125
41500,1686.7630615234375
42000,1685.59619140625
42500,1684.2154541015625
43000,1680.2283325195312
43500,1676.27734375
44000,1675.510986328125
44500,1674.7073364257812
45000,1675.1060791015625
45500,1674.8932495117188
46000,1676.447021484375
46500,1676.2451782226562
47000,1673.9443359375
47500,1665.7227172851562
48000,1666.527099609375
48500,1673.30126953125
49000,1674.5885620117188
49500,1683.7086181640625
50000,1684.851806640625
50500,1683.7056884765625
51000,1684.656494140625
51500,1686.6904296875
52000,1688.3988037109375
52500,1688.8470458984375
53000,1688.9439086914062
53500,1686.5164794921875
54000,1688.86767578125
54500,1688.8804931640625
55000,1683.2385864257812
55500,1688.077880859375
56000,1685.330810546875
56500,1683.3839111328125
57000,1681.570556640625
57500,1680.5855712890625
58000,1678.3128662109375
58500,1678.1729125976562
59000,1678.994873046875
59500,1674.679443359375
60000,1670.455078125
60500,1672.3482666015625
61000,1673.91259765625
61500,1672.6066284179688
62000,1674.2347412109375
62500,1674.2860107421875
63000,1674.852783203125
63500,1677.229736328125
64000,1680.146240234375
64500,1681.4609375
65000,1683.35888671875
65500,1683.7457885742188
66000,1686.327880859375
66500,1687.93798828125
67000,1685.16357421875
67500,1687.5506591796875
68000,1692.392333984375
68500,1696.0477905273438
69000,1698.9922485351562
69500,1701.45458984375
70000,1703.1412963867188
70500,1706.8699340820312
71000,1711.228271484375
71500,1717.36669921875
72000,1719.8787841796875
72500,1717.2901611328125
73000,1720.6995849609375
73500,1721.098876953125
74000,1717.4852294921875
74500,1717.5491943359375
75000,1721.84228515625
75500,1724.7076416015625
76000,1725.207763671875
76500,1723.774658203125
77000,1720.8225708007812
77500,1720.877197265625
78000,1720.5032348632812
78500,1716.577392578125
79000,1713.7258911132812
79500,1711.477294921875
80000,1708.3389282226562
80500,1709.03955078125
81000,1707.4172973632812
81500,1705.398681640625
82000,1705.5147094726562
82500,1700.325927734375
83000,1693.0827026367188
83500,1687.3004150390625
84000,1683.0872192382812
84500,1677.85009765625
85000,1678.5538330078125
85500,1677.4058837890625
86000,1675.7395629882812
86500,1665.6171264648438
87000,1667.113525390625
87500,1661.6343994140625
88000,1657.986328125
88500,1656.027099609375
89000,1654.1903076171875
89500,1656.720703125
90000,1658.5308837890625
90500,1657.4783325195312
91000,1658.1285400390625
91500,1661.6090698242188
92000,1662.5264892578125
92500,1662.4973754882812
93000,1650.8116455078125
93500,1649.2077026367188
94000,1647.494140625
94500,1648.80078125
95000,1653.4949951171875
95500,1651.8086547851562
96000,1662.7987060546875
96500,1662.1725463867188
97000,1664.9813232421875
97500,1663.6691284179688
98000,1664.1412353515625
98500,1666.942626953125
99000,1669.4329833984375
99500,1668.386962890625
