Step,Value
0,1368.3026123046875
500,1472.4703369140625
1000,1487.7763671875
1500,1567.0591430664062
2000,1594.7791748046875
2500,1557.708740234375
3000,1559.6126098632812
3500,1579.9942016601562
4000,1599.2105712890625
4500,1613.7984008789062
5000,1612.2091064453125
5500,1615.3949584960938
6000,1623.1736450195312
6500,1614.2283935546875
7000,1627.160888671875
7500,1639.8500366210938
8000,1654.574951171875
8500,1649.7381591796875
9000,1645.9990234375
9500,1670.3043823242188
10000,1680.5316162109375
10500,1686.7357788085938
11000,1683.747314453125
11500,1682.37353515625
12000,1685.2293701171875
12500,1703.584716796875
13000,1701.5126342773438
13500,1704.0780639648438
14000,1721.4078369140625
14500,1721.3624877929688
15000,1721.8267211914062
15500,1726.125732421875
16000,1724.4746704101562
16500,1737.4152221679688
17000,1735.282958984375
17500,1735.162841796875
18000,1738.7664184570312
18500,1739.893310546875
19000,1740.8819580078125
19500,1741.0068359375
20000,1740.683349609375
20500,1744.2318725585938
21000,1746.2344970703125
21500,1744.8648681640625
22000,1745.2332763671875
22500,1751.1663818359375
23000,1752.1265869140625
23500,1753.2273559570312
24000,1753.657470703125
24500,1756.1002197265625
25000,1757.4220581054688
25500,1755.81103515625
26000,1756.2808227539062
26500,1755.7371826171875
27000,1754.802734375
27500,1754.9749145507812
28000,1754.731201171875
28500,1752.7105712890625
29000,1751.6261596679688
29500,1752.540283203125
30000,1751.5385131835938
30500,1743.1407470703125
31000,1728.912109375
31500,1727.8703002929688
32000,1721.1026611328125
32500,1713.593017578125
33000,1708.8909912109375
33500,1699.11474609375
34000,1694.707275390625
34500,1689.8871459960938
35000,1682.9532470703125
35500,1683.5357055664062
36000,1685.1993408203125
36500,1686.022705078125
37000,1682.8934936523438
37500,1684.1649780273438
38000,1694.3623046875
38500,1703.797607421875
39000,1704.503662109375
39500,1709.5092163085938
40000,1703.8629760742188
40500,1707.3359375
41000,1717.312255859375
41500,1711.2762451171875
42000,1713.1344604492188
42500,1703.3358154296875
43000,1680.4230346679688
43500,1673.0098876953125
44000,1671.9815063476562
44500,1663.151123046875
45000,1662.9173583984375
45500,1663.396240234375
46000,1654.3964233398438
46500,1655.1090087890625
47000,1661.9263305664062
47500,1666.5826416015625
48000,1666.5543212890625
48500,1668.9923095703125
49000,1671.8196411132812
49500,1662.636474609375
50000,1674.234619140625
50500,1681.4022216796875
51000,1681.6484375
51500,1680.6055908203125
52000,1662.5193481445312
52500,1656.549560546875
53000,1660.0989379882812
53500,1662.8280029296875
54000,1658.8331909179688
54500,1657.2188720703125
55000,1666.0147705078125
55500,1664.9168701171875
56000,1658.6893920898438
56500,1662.2965087890625
57000,1662.0296630859375
57500,1666.0853271484375
58000,1663.177001953125
58500,1649.6201578776042
59000,1633.8353271484375
59500,1641.7606811523438
60000,1647.8284912109375
60500,1647.5545654296875
61000,1645.79541015625
61500,1648.1094970703125
62000,1647.097412109375
62500,1642.4893798828125
63000,1637.9326782226562
63500,1648.0538330078125
64000,1643.7965087890625
64500,1638.7322387695312
65000,1648.8494873046875
65500,1657.2316284179688
66000,1678.4189453125
66500,1699.7535400390625
67000,1708.5626220703125
67500,1706.624267578125
68000,1707.0230102539062
68500,1711.8919677734375
69000,1712.041259765625
69500,1713.0275268554688
70000,1716.9659423828125
70500,1716.444091796875
71000,1710.3005981445312
71500,1710.44482421875
72000,1712.906982421875
72500,1712.5447998046875
73000,1713.3432006835938
73500,1711.3681640625
74000,1705.4725341796875
74500,1699.3697509765625
75000,1700.2529296875
75500,1700.8651733398438
76000,1697.1619262695312
76500,1695.1978759765625
77000,1694.1259765625
77500,1695.48779296875
78000,1696.8119506835938
78500,1702.92041015625
79000,1708.2322998046875
79500,1715.5202026367188
80000,1719.1651000976562
80500,1720.492431640625
81000,1721.5581665039062
81500,1732.1315307617188
82000,1741.1529541015625
82500,1732.8466796875
83000,1731.9161987304688
83500,1732.1499633789062
84000,1732.897705078125
84500,1732.1437377929688
85000,1711.3607177734375
85500,1711.7122802734375
86000,1712.0665283203125
86500,1715.1243896484375
87000,1713.9818725585938
87500,1712.3585815429688
88000,1713.43701171875
88500,1713.3096313476562
89000,1713.3622436523438
89500,1724.416748046875
90000,1726.9823608398438
90500,1730.7657470703125
91000,1736.6198120117188
91500,1726.3212280273438
92000,1727.1746826171875
92500,1708.8679809570312
93000,1709.1611328125
93500,1706.6057739257812
94000,1706.402587890625
94500,1708.1098022460938
95000,1700.7137451171875
95500,1694.8733520507812
96000,1692.0503540039062
96500,1677.6640625
97000,1667.4329833984375
97500,1666.8827514648438
98000,1667.20849609375
98500,1680.0125122070312
99000,1695.5338134765625
99500,1719.4942626953125
