mean_reward,std_reward,crash_count,mean_sim_time,safe_monitor,Hdv_intervals,Lane_counts
1723.8782485314211,67.47682230428049,0.0,182.6,True,2,4
1345.5712392633,407.6912119906339,0.6,182.5,False,2,4
