mean_reward,std_reward,crash_count,mean_sim_time,Model_types,Hdv_intervals,Lane_counts
1800.1875775792555,0.0,0.0,174.0,ours,2,4
1615.4307231554371,0.0,0.0,191.0,coop,2,4
1579.9247382364263,0.0,0.0,196.0,plexe,2,4
1868.2286136300943,2.2737367544323206e-13,0.0,161.0,ours,3,4
1615.4307231554371,0.0,0.0,191.0,coop,3,4
1579.9247382364263,0.0,0.0,196.0,plexe,3,4
1789.389118943856,0.0,0.0,175.0,ours,4,4
1615.4307231554371,0.0,0.0,191.0,coop,4,4
1579.9247382364263,0.0,0.0,196.0,plexe,4,4
