mean_reward,std_reward,crash_count,mean_sim_time,Model_types,Hdv_intervals,Lane_counts
1655.3063618597148,2.2737367544323206e-13,0.0,190.0,ours,2,2
1645.013249937445,0.0,0.0,189.0,coop,2,2
1643.8979776212332,2.2737367544323206e-13,0.0,190.0,plexe,2,2
1803.6699513872027,0.0,0.0,171.0,ours,2,3
-63.3268877644663,7.105427357601002e-15,1.0,0.0,coop,2,3
1551.440857911361,0.0,0.0,199.0,plexe,2,3
1893.971481799545,2.2737367544323206e-13,0.0,160.0,ours,2,4
1688.912472657633,2.2737367544323206e-13,0.0,184.0,coop,2,4
1649.6827554103816,2.2737367544323206e-13,0.0,189.0,plexe,2,4
