Wall time,Step,Value
1713268501.2684224,500,1735.408447265625
1713268517.5142796,1000,1731.480224609375
1713268537.0399814,1500,1492.417236328125
1713268554.1921802,2000,1469.027587890625
1713268570.3186278,2500,1514.8238525390625
1713268587.387557,3000,1528.552978515625
1713268602.839919,3500,1554.0352783203125
1713268619.5025275,4000,1561.6192626953125
1713268636.016696,4500,1583.026123046875
1713268652.687722,5000,1590.7767333984375
1713268669.9395118,5500,1579.44580078125
1713268686.3083346,6000,1582.4774169921875
1713268702.1791575,6500,1582.474609375
1713268718.2855656,7000,1595.452392578125
1713268735.477827,7500,1584.9910888671875
1713268753.0331953,8000,1587.193115234375
1713268769.4376936,8500,1587.059326171875
1713268786.547541,9000,1603.37353515625
1713268804.5965514,9500,1578.7965087890625
1713268820.4512155,10000,1579.43408203125
1713268838.006415,10500,1562.9385986328125
1713268854.5677137,11000,1549.6317138671875
1713268873.3332512,11500,1492.754638671875
1713268889.1847603,12000,1525.7158203125
1713268905.983278,12500,1511.3609619140625
1713268921.75142,13000,1511.72607421875
1713268937.5361242,13500,1512.1671142578125
1713268952.7989767,14000,1539.342041015625
1713268968.3792117,14500,1540.916748046875
1713268984.1860237,15000,1567.7706298828125
1713269000.1014268,15500,1567.406494140625
1713269015.8904932,16000,1595.88623046875
1713269031.8338833,16500,1605.2137451171875
1713269047.653599,17000,1604.4422607421875
1713269062.9791842,17500,1631.9979248046875
1713269079.0358853,18000,1645.0283203125
1713269094.9027915,18500,1686.259033203125
1713269111.2432635,19000,1682.2921142578125
1713269128.322191,19500,1668.9149169921875
1713269143.794642,20000,1667.6016845703125
1713269159.5911658,20500,1667.8538818359375
1713269175.2991977,21000,1660.5250244140625
1713269190.7215474,21500,1673.3365478515625
1713269207.7460053,22000,1650.47265625
1713269224.3677306,22500,1664.2276611328125
1713269240.565703,23000,1664.8592529296875
1713269257.0977843,23500,1666.154296875
1713269274.261589,24000,1639.996826171875
1713269290.0998993,24500,1640.87353515625
1713269306.374662,25000,1642.036865234375
1713269321.91046,25500,1649.7894287109375
1713269339.171962,26000,1655.576171875
1713269355.3144405,26500,1683.76953125
1713269373.366284,27000,1670.897216796875
1713269389.1883972,27500,1660.22607421875
1713269406.366243,28000,1655.367431640625
1713269422.3752966,28500,1658.2379150390625
1713269438.4090123,29000,1680.0777587890625
1713269454.462895,29500,1667.8192138671875
1713269470.5292222,30000,1672.2000732421875
1713269486.568953,30500,1704.8924560546875
1713269502.4088326,31000,1708.6602783203125
1713269518.3352394,31500,1715.4173583984375
1713269534.324445,32000,1713.32958984375
1713269550.9516935,32500,1725.1259765625
1713269567.9083323,33000,1736.1138916015625
1713269583.963381,33500,1768.7652587890625
1713269600.8164544,34000,1771.5985107421875
1713269617.6549594,34500,1769.8841552734375
1713269633.8136768,35000,1757.8260498046875
1713269649.6636891,35500,1777.8238525390625
1713269665.8797421,36000,1780.0677490234375
1713269682.4186757,36500,1782.6109619140625
1713269698.4204273,37000,1785.9385986328125
1713269714.3286397,37500,1784.9853515625
1713269731.9985998,38000,1783.669189453125
1713269747.9234827,38500,1793.843994140625
1713269765.556394,39000,1790.8455810546875
1713269782.7475097,39500,1780.8701171875
1713269800.1393833,40000,1791.8616943359375
1713269817.197662,40500,1810.0704345703125
1713269835.1988697,41000,1827.748779296875
1713269852.6921647,41500,1829.4459228515625
1713269870.0718396,42000,1831.12646484375
