mean_reward,std_reward,crash_count,mean_sim_time,Model_types,Hdv_intervals,Lane_counts,,,,,,,,,,,,,,,,,,,,,,,,
1650.459797,0,0,190,CommPL,2,2,,1673.753385,0,0,189,CoOP,2,2,,1695.768508,0,0,187,CoOP,2,2,,1596.271475,0,0,198,CoOP,2,2
1509.120113,0,0,205,CommPL,2,3,,1568.822088,0,0,190,Plexe,2,2,,1439.918325,0,0,203,Plexe,2,2,,1488.952928,0,0,197,Plexe,2,2
1701.966683,2.27E-13,0,185,CommPL,2,4,,-23.15941489,0,1,,CoOP,2,3,,1729.661188,0,0,183,CoOP,2,3,,1645.749146,0,0,193,CoOP,2,3
1540.788321,0,0,201,CommPL,2,2,,1171.819242,0,1,,Plexe,2,3,,1453.362772,0,0,202,Plexe,2,3,,1574.307177,0,0,190,Plexe,2,3
1537.612758,0,0,202,CommPL,2,3,,1717.175889,0,0,184,CoOP,2,4,,1702.58266,0,0,185,CoOP,2,4,,1644.339078,0,0,191,CoOP,2,4
1688.707771,0,0,186,CommPL,2,4,,1581.405956,0,0,189,Plexe,2,4,,1463.40339,0,0,201,Plexe,2,4,,1515.975488,0,0,196,Plexe,2,4
1571.330186,0,0,198,CommPL,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1616.140553,0,0,193,CommPL,2,3,,,,,,,,,,,,,,,,,,,,,,,,
1632.942953,0,0,192,CommPL,2,4,,,,,,,,,,,,,,,,,,,,,,,,
,,196.3333333,5.686240703,,56.60113883,1587.526101,52.26179543,1655.264456,CoOP,2,191.3333333,5.859465277,,,,,,,,,,,,,,,,,,
,,200,6.244997998,,55.42535519,1554.291141,65.06362925,1499.231114,Plexe,2,196.6666667,6.506407099,,,,,,,,,,,,,,,,,,
,,187.6666667,3.785938897,,36.6282882,1674.539136,988.6587786,1117.416973,CoOP,3,188,7.071067812,,,,,,,,,,,,,,,,,,
,,,,,,,206.5150706,1399.82973,Plexe,3,196,8.485281374,,,,,,,,,,,,,,,,,,
,,,,,,,38.53673177,1688.032542,CoOP,4,186.6666667,3.785938897,,,,,,,,,,,,,,,,,,
,,,,,,,59.11792923,1520.261611,Plexe,4,195.3333333,6.027713773,,,,,,,,,,,,,,,,,,
