mean_reward,std_reward,crash_count,mean_sim_time,Model_types,Hdv_intervals,Lane_counts
1833.7046979631555,0.0,0.0,166.0,CommPL,4,2
1697.0179976567604,2.2737367544323206e-13,0.0,186.0,CommPL,4,3
1897.79128731688,0.0,0.0,159.0,CommPL,4,4
