mean_reward,std_reward,crash_count,mean_sim_time,Model_types,Hdv_intervals,Lane_counts,,,,,,,,,,,,,,,,,,,,,,,,
1632.669666,0,0,192,CommPL,3,2,,1673.753385,0,0,189,CoOP,3,2,,1695.768508,0,0,187,CoOP,3,2,,1596.271475,0,0,198,CoOP,3,2
1624.090078,0,0,194,CommPL,3,3,,1568.822088,0,0,190,Plexe,3,2,,1439.918325,0,0,203,Plexe,3,2,,1488.952928,0,0,197,Plexe,3,2
1755.797758,2.27E-13,0,176,CommPL,3,4,,-23.15941489,0,1,,CoOP,3,3,,1729.661188,0,0,183,CoOP,3,3,,1645.749146,0,0,193,CoOP,3,3
1555.410275,0,0,200,CommPL,3,2,,1171.819242,0,1,,Plexe,3,3,,1453.362772,0,0,202,Plexe,3,3,,1574.307177,0,0,190,Plexe,3,3
1661.794646,0,0,190,CommPL,3,3,,1717.175889,0,0,184,CoOP,3,4,,1702.58266,0,0,185,CoOP,3,4,,1644.339078,0,0,191,CoOP,3,4
1749.871058,0,0,180,CommPL,3,4,,1581.405956,0,0,189,Plexe,3,4,,1463.40339,0,0,201,Plexe,3,4,,1515.975488,0,0,196,Plexe,3,4
1623.711631,0,0,192,CommPL,3,2,,,,,,,,,,,,,,,,,,,,,,,,
1612.231325,0,0,195,CommPL,3,3,,,,,,,,,,,,,,,,,,,,,,,,
1694.616346,2.27E-13,0,184,CommPL,3,4,,,,,,,,,,,,,,,,,,,,,,,,
,,194.6666667,4.618802154,,42.25780992,1603.930524,52.26179519,1655.264456,CoOP,2,,,,,,,,,,,,,,,,,,,,
,,193,2.645751311,,25.88045366,1632.70535,65.06362948,1499.231114,Plexe,2,,,,,,,,,,,,,,,,,,,,
,,180,4,,33.74258928,1733.428387,988.6587787,1117.416973,CoOP,3,,,,,,,,,,,,,,,,,,,,
,,,,,,,206.5150702,1399.82973,Plexe,3,,,,,,,,,,,,,,,,,,,,
,,,,,,,38.53673192,1688.032542,CoOP,4,,,,,,,,,,,,,,,,,,,,
,,,,,,,59.11792939,1520.261611,Plexe,4,,,,,,,,,,,,,,,,,,,,
