Wall time,Step,Value
1715344744.1553676,222,1174.5552978515625
1715344748.924582,338,901.2907104492188
1715344754.9257839,520,912.1004638671875
1715344759.478094,608,814.8369140625
1715344764.5545177,727,781.2066040039062
1715344771.2823317,930,822.7453002929688
1715344775.625136,1007,753.3067626953125
1715344781.138827,1149,753.0613403320312
1715344785.8552494,1248,727.8170776367188
1715344792.8133533,1458,764.94580078125
1715344797.3327842,1538,732.56640625
1715344803.6559093,1712,747.4503784179688
1715344810.9886534,1947,784.6045532226562
1715344817.667423,2146,803.4853515625
1715344824.2122478,2339,818.5780639648438
1715344828.6913424,2412,792.2479858398438
1715344834.2642944,2542,784.272705078125
1715344840.4459689,2706,785.7252807617188
1715344845.9473886,2834,776.4132690429688
1715344851.79062,2981,776.3369140625
1715344858.7863364,3171,784.8848266601562
1715344864.6426237,3302,779.4150390625
1715344871.8880987,3512,793.7401123046875
1715344878.432614,3690,797.531982421875
1715344884.4312212,3832,795.4541625976562
1715344890.4547997,3979,780.1024780273438
1715344898.1516163,4200,801.9209594726562
1715344904.2002919,4341,794.2160034179688
1715344911.2980862,4533,815.3209838867188
1715344919.8380263,4797,843.8630981445312
1715344927.4498808,5011,847.5888061523438
1715344933.4923131,5152,865.3533325195312
1715344941.106059,5366,879.2207641601562
1715344946.8497381,5491,884.9771118164062
1715344953.499145,5664,877.2557983398438
1715344960.229664,5839,896.6649169921875
1715344967.738532,6043,902.861572265625
1715344975.6298997,6273,903.628173828125
1715344981.9003532,6423,894.905517578125
1715344987.9753523,6564,885.7822265625
1715344994.3650677,6718,903.4568481445312
1715345000.5799396,6861,909.1256103515625
1715345007.1098278,7019,908.8806762695312
1715345013.3045201,7162,917.1463623046875
1715345019.6716852,7313,919.846923828125
1715345025.324053,7430,907.4268188476562
1715345031.7446313,7585,915.9962768554688
1715345037.985703,7732,903.1401977539062
1715345044.9190247,7911,905.8455810546875
1715345051.4439137,8066,911.6029052734375
1715345059.405501,8293,929.9140625
