mean_reward,std_reward,crash_count,mean_sim_time,safe_monitor,Hdv_intervals,Lane_counts
1742.5172082720737,48.552536794687235,0.0,180.93333333333334,True,3,2
1758.7476583880052,42.57622398494492,0.0,179.26666666666668,False,3,2
1806.335410513743,36.703773426060906,0.0,172.46666666666667,True,3,3
1811.4202084718645,36.981349760355,0.0,172.46666666666667,False,3,3
1862.0995981636975,45.97350514559291,0.0,164.66666666666666,True,3,4
1876.8960900732275,49.59027301117508,0.0,162.86666666666667,False,3,4
