Step,Value
0,1124.2923583984375
500,1299.8060302734375
1000,1279.1776733398438
1500,1294.1502685546875
2000,1334.7887573242188
2500,1281.2034912109375
3000,1251.5762329101562
3500,1249.699462890625
4000,1259.9719848632812
4500,1271.315673828125
5000,1264.9400634765625
5500,1244.3273315429688
6000,1236.7091064453125
6500,1249.406982421875
7000,1245.202880859375
7500,1244.9978637695312
8000,1239.7854614257812
8500,1239.5965576171875
9000,1279.6140747070312
9500,1306.0792846679688
10000,1329.2008056640625
10500,1321.4686279296875
11000,1327.9960327148438
11500,1319.85400390625
12000,1358.6881713867188
12500,1363.2972412109375
13000,1339.8388061523438
13500,1339.0132446289062
14000,1346.60009765625
14500,1352.4148559570312
15000,1337.1798095703125
15500,1325.6452026367188
16000,1338.8822631835938
16500,1349.5721435546875
17000,1358.5506998697917
17500,1347.163330078125
18000,1344.9250895182292
18500,1329.5894775390625
19000,1329.9172973632812
19500,1333.5565185546875
20000,1334.2682495117188
20500,1343.3509521484375
21000,1348.3485717773438
21500,1361.2813720703125
22000,1380.4423217773438
22500,1363.6561889648438
23000,1346.1646118164062
23500,1360.0336303710938
24000,1363.447998046875
24500,1408.6735229492188
25000,1412.2044677734375
25500,1423.905517578125
26000,1457.7008056640625
26500,1461.2757568359375
27000,1471.2702026367188
27500,1487.4519653320312
28000,1452.8783569335938
28500,1433.7276000976562
29000,1444.5999755859375
29500,1437.4828694661458
30000,1417.701171875
30500,1410.4795735677083
31000,1387.8248901367188
31500,1386.0490112304688
32000,1403.7115478515625
32500,1399.3310546875
33000,1391.5601196289062
33500,1386.0391845703125
34000,1356.9833374023438
34500,1396.8639526367188
35000,1395.2357177734375
35500,1383.449462890625
36000,1394.0206909179688
36500,1380.2725423177083
37000,1372.5933837890625
37500,1372.5733032226562
38000,1361.86962890625
38500,1348.3245239257812
39000,1294.5075378417969
39500,1212.8401285807292
40000,1144.359375
40500,1149.0676879882812
41000,1143.9324951171875
41500,1120.7604573567708
42000,1095.3483479817708
42500,1064.4013061523438
43000,1066.669677734375
43500,1044.875244140625
44000,1036.9530639648438
44500,1083.7575073242188
45000,1132.4744873046875
45500,1180.015869140625
46000,1169.5535278320312
46500,1154.65576171875
47000,1194.1204223632812
47500,1231.5481567382812
48000,1279.6966552734375
48500,1338.4053344726562
49000,1315.4646402994792
49500,1307.5281982421875
50000,1302.9594116210938
50500,1313.6303100585938
51000,1322.8543090820312
51500,1330.8963623046875
52000,1322.5087076822917
52500,1315.4828491210938
53000,1281.9485473632812
53500,1260.676025390625
54000,1231.0894775390625
54500,1226.6707763671875
55000,1271.4017333984375
55500,1270.46923828125
56000,1309.945556640625
56500,1332.0656127929688
57000,1335.495361328125
57500,1301.0985717773438
58000,1309.5247192382812
58500,1321.9183959960938
59000,1338.806884765625
59500,1385.8199462890625
60000,1378.2584228515625
60500,1406.7542114257812
61000,1397.4121704101562
61500,1377.216064453125
62000,1379.906494140625
62500,1355.6408081054688
63000,1325.5427856445312
63500,1340.1834106445312
64000,1363.7606811523438
64500,1357.1695556640625
65000,1355.866455078125
65500,1348.6975708007812
66000,1335.9986572265625
66500,1359.9053344726562
67000,1359.517578125
67500,1358.1880493164062
68000,1387.7322387695312
68500,1406.9527587890625
69000,1412.877685546875
69500,1426.5196533203125
70000,1436.7196655273438
70500,1427.959228515625
71000,1431.7615356445312
71500,1460.089599609375
72000,1486.239990234375
72500,1489.7649536132812
73000,1501.87841796875
73500,1508.7269287109375
74000,1519.6494140625
74500,1532.1495361328125
75000,1536.164306640625
75500,1549.367431640625
76000,1560.6478271484375
76500,1571.7738037109375
77000,1598.462890625
77500,1594.372802734375
78000,1597.2730712890625
78500,1589.9403076171875
79000,1595.9735107421875
79500,1580.1243286132812
80000,1569.4635620117188
80500,1561.026611328125
81000,1550.5822143554688
81500,1545.9188232421875
82000,1545.6483154296875
82500,1542.0732421875
83000,1554.946044921875
83500,1569.889404296875
84000,1566.3966674804688
84500,1536.166748046875
85000,1536.7974853515625
85500,1548.8978271484375
86000,1540.14111328125
86500,1525.0964965820312
87000,1525.0169067382812
87500,1511.666259765625
88000,1518.7728881835938
88500,1489.1742553710938
89000,1460.4209594726562
89500,1445.415283203125
90000,1428.094970703125
90500,1425.2510986328125
91000,1453.8863525390625
91500,1454.7733154296875
92000,1455.580810546875
92500,1472.8871459960938
93000,1495.89453125
93500,1483.3845825195312
94000,1494.8770141601562
94500,1479.1912231445312
95000,1487.0833740234375
95500,1503.8323364257812
96000,1527.5584106445312
96500,1543.1488037109375
97000,1562.2547607421875
97500,1570.8465576171875
98000,1559.970947265625
98500,1569.749267578125
99000,1569.8822631835938
99500,1570.0322265625
