Step,Value
0,1185.8656005859375
500,1381.7605590820312
1000,1348.045166015625
1500,1355.2957763671875
2000,1342.1605224609375
2500,1388.354248046875
3000,1428.2777099609375
3500,1451.8391723632812
4000,1434.66015625
4500,1430.494384765625
5000,1434.2350463867188
5500,1409.37548828125
6000,1409.3005981445312
6500,1392.6378173828125
7000,1365.1080932617188
7500,1357.2036743164062
8000,1364.7406005859375
8500,1364.6608276367188
9000,1327.4298095703125
9500,1304.23486328125
10000,1307.4576416015625
10500,1339.3197021484375
11000,1327.1845703125
11500,1320.131591796875
12000,1319.5465901692708
12500,1305.5361328125
13000,1329.1438598632812
13500,1363.907470703125
14000,1394.2445068359375
14500,1396.45556640625
15000,1407.30908203125
15500,1432.426513671875
16000,1425.4495239257812
16500,1425.79736328125
17000,1426.7310791015625
17500,1439.2078247070312
18000,1446.425048828125
18500,1458.2371826171875
19000,1492.9835815429688
19500,1509.959716796875
20000,1518.7930908203125
20500,1517.6304931640625
21000,1505.184326171875
21500,1506.8255004882812
22000,1511.0575561523438
22500,1529.2129516601562
23000,1512.4515991210938
23500,1493.6339721679688
24000,1475.9442749023438
24500,1469.1647338867188
25000,1481.5289306640625
25500,1477.073486328125
26000,1443.3174438476562
26500,1422.836669921875
27000,1433.744140625
27500,1436.2725219726562
28000,1427.9929606119792
28500,1396.9838256835938
29000,1383.1218872070312
29500,1376.4585571289062
30000,1376.4775390625
30500,1374.6483154296875
31000,1377.2218017578125
31500,1371.03564453125
32000,1380.77685546875
32500,1380.2130126953125
33000,1368.62158203125
33500,1340.0911865234375
34000,1349.516357421875
34500,1344.5202229817708
35000,1329.867919921875
35500,1323.13720703125
36000,1319.9204711914062
36500,1310.9376220703125
37000,1300.6778564453125
37500,1309.7614135742188
38000,1326.9559326171875
38500,1338.7947998046875
39000,1363.5769653320312
39500,1359.4160766601562
40000,1364.3226928710938
40500,1387.1337076822917
41000,1411.0958862304688
41500,1424.4334106445312
42000,1457.22802734375
42500,1470.7473754882812
43000,1484.8958129882812
43500,1466.072265625
44000,1445.1429443359375
44500,1453.8756713867188
45000,1437.8562622070312
45500,1453.488037109375
46000,1458.450439453125
46500,1465.6807250976562
47000,1451.8732503255208
47500,1450.5706787109375
48000,1408.153564453125
48500,1404.6634521484375
49000,1406.3887329101562
49500,1403.302978515625
50000,1405.4846598307292
50500,1391.7730712890625
51000,1396.3403930664062
51500,1399.8153076171875
52000,1409.354736328125
52500,1415.9535522460938
53000,1451.5986328125
53500,1451.260498046875
54000,1469.5186767578125
54500,1511.2454223632812
55000,1507.4727783203125
55500,1507.8776245117188
56000,1499.9075927734375
56500,1498.3781331380208
57000,1447.7381591796875
57500,1424.1532389322917
58000,1400.7108154296875
58500,1409.531005859375
59000,1393.0979614257812
59500,1381.3701171875
60000,1351.1820678710938
60500,1323.0932006835938
61000,1323.7254638671875
61500,1339.0116577148438
62000,1354.2194213867188
62500,1391.7036539713542
63000,1401.7190551757812
63500,1434.8932495117188
64000,1436.11865234375
64500,1454.0654296875
65000,1468.6400146484375
65500,1491.5377197265625
66000,1510.886474609375
66500,1537.1207275390625
67000,1564.2324829101562
67500,1587.8681030273438
68000,1601.376708984375
68500,1615.9325561523438
69000,1632.7967529296875
69500,1641.2044677734375
70000,1621.1754760742188
70500,1647.9984130859375
71000,1650.8308715820312
71500,1656.8186645507812
72000,1665.0465698242188
72500,1672.6073608398438
73000,1671.088134765625
73500,1662.0099283854167
74000,1643.2708129882812
74500,1660.0123901367188
75000,1639.7503662109375
75500,1625.4093627929688
76000,1669.278076171875
76500,1677.5047607421875
77000,1660.727294921875
77500,1630.4531860351562
78000,1620.9339599609375
78500,1606.8076782226562
79000,1628.1243286132812
79500,1626.5455932617188
80000,1634.3374633789062
80500,1622.742431640625
81000,1617.1080322265625
81500,1636.8056030273438
82000,1647.7498779296875
82500,1640.4884643554688
83000,1641.1500854492188
83500,1666.0618896484375
84000,1673.098876953125
84500,1677.6766967773438
85000,1676.3087158203125
85500,1665.400634765625
86000,1672.0043334960938
86500,1683.1156005859375
87000,1706.5404663085938
87500,1709.1365356445312
88000,1709.031494140625
88500,1711.2269287109375
89000,1709.4693603515625
89500,1699.5016479492188
90000,1682.8367919921875
90500,1691.1791381835938
91000,1693.5445556640625
91500,1688.1514892578125
92000,1693.778076171875
92500,1679.0806884765625
93000,1659.7545776367188
93500,1641.8569946289062
94000,1641.4844360351562
94500,1640.8712972005208
95000,1606.4017333984375
95500,1590.7581176757812
96000,1618.0380859375
96500,1616.0972290039062
97000,1604.5032958984375
97500,1617.0681762695312
98000,1619.5270385742188
98500,1640.2230224609375
99000,1658.0621948242188
99500,1675.6473999023438
